Company,Filing Type,Filing,sentiment
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-098379,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-102874,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-143040,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-167216,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-186078,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-192426,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-216889,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-242053,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-245850,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-257410,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-264120,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-283488,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-288457,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-19-311536,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-004682,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-108144,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-139161,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-148824,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-153117,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-164738,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-189739,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-190503,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-201844,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-20-286969,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-007770,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-011445,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-037411,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-084208,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-094498,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-098454,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-102631,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-165558,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-210947,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-239262,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-283003,positive
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-354077,negative
SEACHANGE INTERNATIONAL INC,8-K,0001193125-21-365076,negative
SEACHANGE INTERNATIONAL INC,8-K,0001206774-10-001347,negative
SEACHANGE INTERNATIONAL INC,8-K,0001206774-10-001370,negative
SEACHANGE INTERNATIONAL INC,8-K,0001206774-10-001398,negative
SEACHANGE INTERNATIONAL INC,8-K,0001564590-19-033607,negative
SEACHANGE INTERNATIONAL INC,8-K,0001564590-19-045254,negative
SEACHANGE INTERNATIONAL INC,8-K,0001564590-20-015518,positive
SEACHANGE INTERNATIONAL INC,8-K,0001564590-20-029021,negative
SEACHANGE INTERNATIONAL INC,8-K,0001564590-20-042802,negative
SEACHANGE INTERNATIONAL INC,8-K,0001564590-20-056728,negative
SEACHANGE INTERNATIONAL INC,8-K,0001564590-21-018697,positive
SEACHANGE INTERNATIONAL INC,8-K,0001564590-21-032452,positive
SEACHANGE INTERNATIONAL INC,8-K,0001564590-21-047743,negative
SEACHANGE INTERNATIONAL INC,8-K,0001564590-21-060312,negative
SECUREWORKS CORP,10-K,0001468666-17-000015,negative
SECUREWORKS CORP,10-K,0001468666-18-000011,negative
SECUREWORKS CORP,10-K,0001468666-19-000022,negative
SECUREWORKS CORP,10-K,0001468666-20-000019,positive
SECUREWORKS CORP,10-K,0001468666-21-000012,negative
SECUREWORKS CORP,10-Q,0001468666-17-000027,positive
SECUREWORKS CORP,10-Q,0001468666-17-000034,negative
SECUREWORKS CORP,10-Q,0001468666-17-000040,positive
SECUREWORKS CORP,10-Q,0001468666-18-000023,positive
SECUREWORKS CORP,10-Q,0001468666-18-000036,negative
SECUREWORKS CORP,10-Q,0001468666-18-000049,positive
SECUREWORKS CORP,10-Q,0001468666-19-000054,negative
SECUREWORKS CORP,10-Q,0001468666-19-000063,positive
SECUREWORKS CORP,10-Q,0001468666-19-000076,positive
SECUREWORKS CORP,10-Q,0001468666-20-000033,negative
SECUREWORKS CORP,10-Q,0001468666-20-000045,positive
SECUREWORKS CORP,10-Q,0001468666-20-000053,negative
SECUREWORKS CORP,10-Q,0001468666-21-000019,positive
SECUREWORKS CORP,10-Q,0001468666-21-000039,positive
SECUREWORKS CORP,10-Q,0001468666-21-000046,negative
SECUREWORKS CORP,10-Q,0001628280-16-016884,positive
SECUREWORKS CORP,10-Q,0001628280-16-019436,negative
SECUREWORKS CORP,10-Q,0001628280-16-021868,positive
SECUREWORKS CORP,8-K,0001193125-16-559483,negative
SECUREWORKS CORP,8-K,0001193125-16-609181,positive
SECUREWORKS CORP,8-K,0001193125-16-645613,negative
SECUREWORKS CORP,8-K,0001193125-16-702002,negative
SECUREWORKS CORP,8-K,0001193125-16-787420,positive
SECUREWORKS CORP,8-K,0001193125-17-011176,positive
SECUREWORKS CORP,8-K,0001193125-17-078835,negative
SECUREWORKS CORP,8-K,0001193125-17-211796,negative
SECUREWORKS CORP,8-K,0001193125-17-363884,positive
SECUREWORKS CORP,8-K,0001193125-19-087388,positive
SECUREWORKS CORP,8-K,0001193125-19-099198,positive
SECUREWORKS CORP,8-K,0001193125-20-132465,negative
SECUREWORKS CORP,8-K,0001193125-21-180621,negative
SECUREWORKS CORP,8-K,0001468666-17-000010,negative
SECUREWORKS CORP,8-K,0001468666-17-000024,positive
SECUREWORKS CORP,8-K,0001468666-17-000032,positive
SECUREWORKS CORP,8-K,0001468666-17-000038,positive
SECUREWORKS CORP,8-K,0001468666-18-000007,positive
SECUREWORKS CORP,8-K,0001468666-18-000021,positive
SECUREWORKS CORP,8-K,0001468666-18-000027,positive
SECUREWORKS CORP,8-K,0001468666-18-000032,positive
SECUREWORKS CORP,8-K,0001468666-18-000039,positive
SECUREWORKS CORP,8-K,0001468666-18-000043,positive
SECUREWORKS CORP,8-K,0001468666-19-000016,negative
SECUREWORKS CORP,8-K,0001468666-19-000049,positive
SECUREWORKS CORP,8-K,0001468666-19-000056,positive
SECUREWORKS CORP,8-K,0001468666-19-000061,negative
SECUREWORKS CORP,8-K,0001468666-19-000068,negative
SECUREWORKS CORP,8-K,0001468666-19-000071,negative
SECUREWORKS CORP,8-K,0001468666-19-000073,negative
SECUREWORKS CORP,8-K,0001468666-20-000002,negative
SECUREWORKS CORP,8-K,0001468666-20-000005,negative
SECUREWORKS CORP,8-K,0001468666-20-000015,positive
SECUREWORKS CORP,8-K,0001468666-20-000028,negative
SECUREWORKS CORP,8-K,0001468666-20-000031,positive
SECUREWORKS CORP,8-K,0001468666-20-000036,negative
SECUREWORKS CORP,8-K,0001468666-20-000042,positive
SECUREWORKS CORP,8-K,0001468666-20-000049,negative
SECUREWORKS CORP,8-K,0001468666-21-000005,positive
SECUREWORKS CORP,8-K,0001468666-21-000015,positive
SECUREWORKS CORP,8-K,0001468666-21-000025,positive
SECUREWORKS CORP,8-K,0001468666-21-000031,negative
SECUREWORKS CORP,8-K,0001468666-21-000035,positive
SECUREWORKS CORP,8-K,0001468666-21-000042,positive
SECUREWORKS CORP,8-K,0001628280-16-019416,positive
SECUREWORKS CORP,8-K,0001628280-16-021843,positive
SERVICENOW INC,10-K,0001373715-14-000044,positive
SERVICENOW INC,10-K,0001373715-15-000067,positive
SERVICENOW INC,10-K,0001373715-16-000324,negative
SERVICENOW INC,10-K,0001373715-17-000026,positive
SERVICENOW INC,10-K,0001373715-18-000058,positive
SERVICENOW INC,10-K,0001373715-19-000070,negative
SERVICENOW INC,10-K,0001373715-20-000072,negative
SERVICENOW INC,10-K,0001373715-21-000061,positive
SERVICENOW INC,10-K,0001373715-22-000024,negative
SERVICENOW INC,10-Q,0001193125-12-349586,positive
SERVICENOW INC,10-Q,0001193125-12-443921,negative
SERVICENOW INC,10-Q,0001373715-13-000013,negative
SERVICENOW INC,10-Q,0001373715-13-000061,positive
SERVICENOW INC,10-Q,0001373715-13-000101,negative
SERVICENOW INC,10-Q,0001373715-14-000084,positive
SERVICENOW INC,10-Q,0001373715-14-000151,negative
SERVICENOW INC,10-Q,0001373715-14-000207,negative
SERVICENOW INC,10-Q,0001373715-15-000122,positive
SERVICENOW INC,10-Q,0001373715-15-000199,negative
SERVICENOW INC,10-Q,0001373715-15-000260,negative
SERVICENOW INC,10-Q,0001373715-16-000364,negative
SERVICENOW INC,10-Q,0001373715-16-000394,positive
SERVICENOW INC,10-Q,0001373715-16-000426,negative
SERVICENOW INC,10-Q,0001373715-17-000050,positive
SERVICENOW INC,10-Q,0001373715-17-000125,positive
SERVICENOW INC,10-Q,0001373715-17-000164,positive
SERVICENOW INC,10-Q,0001373715-18-000087,positive
SERVICENOW INC,10-Q,0001373715-18-000157,negative
SERVICENOW INC,10-Q,0001373715-18-000195,positive
SERVICENOW INC,10-Q,0001373715-19-000116,negative
SERVICENOW INC,10-Q,0001373715-19-000208,negative
SERVICENOW INC,10-Q,0001373715-19-000267,negative
SERVICENOW INC,10-Q,0001373715-20-000101,positive
SERVICENOW INC,10-Q,0001373715-20-000191,negative
SERVICENOW INC,10-Q,0001373715-20-000257,negative
SERVICENOW INC,10-Q,0001373715-21-000114,positive
SERVICENOW INC,10-Q,0001373715-21-000202,positive
SERVICENOW INC,10-Q,0001373715-21-000292,positive
SERVICENOW INC,8-K,0001157523-13-004854,negative
SERVICENOW INC,8-K,0001157523-13-005303,positive
SERVICENOW INC,8-K,0001157523-13-005560,positive
SERVICENOW INC,8-K,0001157523-14-000280,positive
SERVICENOW INC,8-K,0001157523-14-001511,negative
SERVICENOW INC,8-K,0001157523-14-003123,positive
SERVICENOW INC,8-K,0001157523-14-004003,negative
SERVICENOW INC,8-K,0001157523-15-000240,negative
SERVICENOW INC,8-K,0001157523-15-001170,negative
SERVICENOW INC,8-K,0001157523-15-002595,negative
SERVICENOW INC,8-K,0001157523-15-003365,negative
SERVICENOW INC,8-K,0001157523-16-004310,negative
SERVICENOW INC,8-K,0001157523-16-005153,positive
SERVICENOW INC,8-K,0001157523-16-006252,negative
SERVICENOW INC,8-K,0001157523-16-007027,negative
SERVICENOW INC,8-K,0001157523-17-000160,positive
SERVICENOW INC,8-K,0001157523-17-001198,negative
SERVICENOW INC,8-K,0001157523-17-002102,positive
SERVICENOW INC,8-K,0001157523-17-002789,negative
SERVICENOW INC,8-K,0001157523-18-000166,negative
SERVICENOW INC,8-K,0001157523-18-000805,negative
SERVICENOW INC,8-K,0001193125-12-328807,negative
SERVICENOW INC,8-K,0001193125-12-433309,negative
SERVICENOW INC,8-K,0001193125-12-463646,positive
SERVICENOW INC,8-K,0001193125-13-029975,negative
SERVICENOW INC,8-K,0001193125-13-170354,negative
SERVICENOW INC,8-K,0001193125-13-440351,negative
SERVICENOW INC,8-K,0001193125-17-057713,negative
SERVICENOW INC,8-K,0001193125-17-178045,positive
SERVICENOW INC,8-K,0001193125-17-180193,negative
SERVICENOW INC,8-K,0001193125-17-187594,positive
SERVICENOW INC,8-K,0001193125-17-210521,negative
SERVICENOW INC,8-K,0001193125-19-271896,negative
SERVICENOW INC,8-K,0001193125-20-213479,positive
SERVICENOW INC,8-K,0001193125-20-216380,negative
SERVICENOW INC,8-K,0001373715-13-000034,positive
SERVICENOW INC,8-K,0001373715-13-000054,negative
SERVICENOW INC,8-K,0001373715-14-000002,positive
SERVICENOW INC,8-K,0001373715-14-000080,negative
SERVICENOW INC,8-K,0001373715-14-000122,negative
SERVICENOW INC,8-K,0001373715-14-000138,negative
SERVICENOW INC,8-K,0001373715-14-000165,positive
SERVICENOW INC,8-K,0001373715-14-000234,positive
SERVICENOW INC,8-K,0001373715-14-000238,positive
SERVICENOW INC,8-K,0001373715-15-000166,negative
SERVICENOW INC,8-K,0001373715-15-000251,negative
SERVICENOW INC,8-K,0001373715-16-000334,positive
SERVICENOW INC,8-K,0001373715-16-000345,negative
SERVICENOW INC,8-K,0001373715-16-000377,negative
SERVICENOW INC,8-K,0001373715-16-000445,positive
SERVICENOW INC,8-K,0001373715-17-000032,negative
SERVICENOW INC,8-K,0001373715-17-000071,negative
SERVICENOW INC,8-K,0001373715-17-000112,negative
SERVICENOW INC,8-K,0001373715-17-000147,positive
SERVICENOW INC,8-K,0001373715-18-000146,positive
SERVICENOW INC,8-K,0001373715-18-000153,negative
SERVICENOW INC,8-K,0001373715-18-000191,negative
SERVICENOW INC,8-K,0001373715-19-000006,negative
SERVICENOW INC,8-K,0001373715-19-000074,positive
SERVICENOW INC,8-K,0001373715-19-000105,positive
SERVICENOW INC,8-K,0001373715-19-000114,negative
SERVICENOW INC,8-K,0001373715-19-000170,negative
SERVICENOW INC,8-K,0001373715-19-000200,positive
SERVICENOW INC,8-K,0001373715-19-000265,negative
SERVICENOW INC,8-K,0001373715-19-000297,negative
SERVICENOW INC,8-K,0001373715-20-000008,positive
SERVICENOW INC,8-K,0001373715-20-000080,negative
SERVICENOW INC,8-K,0001373715-20-000098,positive
SERVICENOW INC,8-K,0001373715-20-000163,negative
SERVICENOW INC,8-K,0001373715-20-000189,negative
SERVICENOW INC,8-K,0001373715-20-000240,positive
SERVICENOW INC,8-K,0001373715-20-000255,negative
SERVICENOW INC,8-K,0001373715-20-000275,positive
SERVICENOW INC,8-K,0001373715-21-000006,positive
SERVICENOW INC,8-K,0001373715-21-000008,positive
SERVICENOW INC,8-K,0001373715-21-000100,negative
SERVICENOW INC,8-K,0001373715-21-000111,positive
SERVICENOW INC,8-K,0001373715-21-000182,negative
SERVICENOW INC,8-K,0001373715-21-000200,negative
SERVICENOW INC,8-K,0001373715-21-000205,positive
SERVICENOW INC,8-K,0001373715-21-000266,positive
SERVICENOW INC,8-K,0001373715-21-000274,negative
SERVICENOW INC,8-K,0001373715-21-000288,positive
SERVICENOW INC,8-K,0001373715-21-000289,positive
SERVICENOW INC,8-K,0001373715-21-000350,negative
SERVICENOW INC,8-K,0001373715-22-000006,positive
SHARPSPRING INC,10-K,0001493152-16-008425,negative
SHARPSPRING INC,10-K,0001493152-17-003069,positive
SHARPSPRING INC,10-K,0001654954-18-002630,positive
SHARPSPRING INC,10-K,0001654954-19-002262,positive
SHARPSPRING INC,10-K,0001654954-20-002682,positive
SHARPSPRING INC,10-K,0001654954-21-003521,negative
SHARPSPRING INC,10-Q,0001493152-16-009697,negative
SHARPSPRING INC,10-Q,0001493152-16-012478,positive
SHARPSPRING INC,10-Q,0001493152-16-014859,positive
SHARPSPRING INC,10-Q,0001493152-17-005299,positive
SHARPSPRING INC,10-Q,0001493152-17-008975,positive
SHARPSPRING INC,10-Q,0001493152-17-012949,positive
SHARPSPRING INC,10-Q,0001654954-18-005407,positive
SHARPSPRING INC,10-Q,0001654954-18-008953,negative
SHARPSPRING INC,10-Q,0001654954-18-012545,positive
SHARPSPRING INC,10-Q,0001654954-19-005934,positive
SHARPSPRING INC,10-Q,0001654954-19-009412,positive
SHARPSPRING INC,10-Q,0001654954-19-012861,negative
SHARPSPRING INC,10-Q,0001654954-20-005620,negative
SHARPSPRING INC,10-Q,0001654954-20-009187,positive
SHARPSPRING INC,10-Q,0001654954-20-012459,positive
SHARPSPRING INC,10-Q,0001654954-21-005870,positive
SHARPSPRING INC,10-Q,0001654954-21-009070,positive
SHARPSPRING INC,8-K,0001493152-16-006825,negative
SHARPSPRING INC,8-K,0001493152-16-006885,negative
SHARPSPRING INC,8-K,0001493152-16-007474,positive
SHARPSPRING INC,8-K,0001493152-16-008095,positive
SHARPSPRING INC,8-K,0001493152-16-008182,positive
SHARPSPRING INC,8-K,0001493152-16-009402,positive
SHARPSPRING INC,8-K,0001493152-16-010094,positive
SHARPSPRING INC,8-K,0001493152-16-011109,positive
SHARPSPRING INC,8-K,0001493152-16-011433,negative
SHARPSPRING INC,8-K,0001493152-16-012113,negative
SHARPSPRING INC,8-K,0001493152-16-013093,negative
SHARPSPRING INC,8-K,0001493152-16-013224,negative
SHARPSPRING INC,8-K,0001493152-16-014615,negative
SHARPSPRING INC,8-K,0001493152-16-016169,positive
SHARPSPRING INC,8-K,0001493152-17-002465,negative
SHARPSPRING INC,8-K,0001493152-17-003540,negative
SHARPSPRING INC,8-K,0001493152-17-005051,positive
SHARPSPRING INC,8-K,0001493152-17-005646,positive
SHARPSPRING INC,8-K,0001493152-17-006161,negative
SHARPSPRING INC,8-K,0001493152-17-007435,negative
SHARPSPRING INC,8-K,0001493152-17-008349,negative
SHARPSPRING INC,8-K,0001493152-17-008746,positive
SHARPSPRING INC,8-K,0001493152-17-012141,positive
SHARPSPRING INC,8-K,0001493152-17-012590,positive
SHARPSPRING INC,8-K,0001493152-18-001879,positive
SHARPSPRING INC,8-K,0001493152-18-002949,negative
SHARPSPRING INC,8-K,0001654954-18-003291,positive
SHARPSPRING INC,8-K,0001654954-18-003682,positive
SHARPSPRING INC,8-K,0001654954-18-004119,negative
SHARPSPRING INC,8-K,0001654954-18-004599,positive
SHARPSPRING INC,8-K,0001654954-18-004845,negative
SHARPSPRING INC,8-K,0001654954-18-006765,negative
SHARPSPRING INC,8-K,0001654954-18-008364,negative
SHARPSPRING INC,8-K,0001654954-18-012130,positive
SHARPSPRING INC,8-K,0001654954-19-002025,negative
SHARPSPRING INC,8-K,0001654954-19-002357,negative
SHARPSPRING INC,8-K,0001654954-19-002494,positive
SHARPSPRING INC,8-K,0001654954-19-003399,positive
SHARPSPRING INC,8-K,0001654954-19-005563,negative
SHARPSPRING INC,8-K,0001654954-19-007243,negative
SHARPSPRING INC,8-K,0001654954-19-007392,positive
SHARPSPRING INC,8-K,0001654954-19-007446,negative
SHARPSPRING INC,8-K,0001654954-19-007601,positive
SHARPSPRING INC,8-K,0001654954-19-008901,negative
SHARPSPRING INC,8-K,0001654954-19-009815,positive
SHARPSPRING INC,8-K,0001654954-19-012482,negative
SHARPSPRING INC,8-K,0001654954-19-013338,negative
SHARPSPRING INC,8-K,0001654954-20-001077,negative
SHARPSPRING INC,8-K,0001654954-20-002572,negative
SHARPSPRING INC,8-K,0001654954-20-004422,negative
SHARPSPRING INC,8-K,0001654954-20-004561,positive
SHARPSPRING INC,8-K,0001654954-20-005512,positive
SHARPSPRING INC,8-K,0001654954-20-007666,positive
SHARPSPRING INC,8-K,0001654954-20-007876,negative
SHARPSPRING INC,8-K,0001654954-20-009070,positive
SHARPSPRING INC,8-K,0001654954-20-009359,negative
SHARPSPRING INC,8-K,0001654954-20-012116,positive
SHARPSPRING INC,8-K,0001654954-20-012141,positive
SHARPSPRING INC,8-K,0001654954-20-012613,positive
SHARPSPRING INC,8-K,0001654954-20-013390,negative
SHARPSPRING INC,8-K,0001654954-20-013573,negative
SHARPSPRING INC,8-K,0001654954-20-013648,negative
SHARPSPRING INC,8-K,0001654954-21-001831,negative
SHARPSPRING INC,8-K,0001654954-21-002886,positive
SHARPSPRING INC,8-K,0001654954-21-004463,positive
SHARPSPRING INC,8-K,0001654954-21-004967,positive
SHARPSPRING INC,8-K,0001654954-21-005614,negative
SHARPSPRING INC,8-K,0001654954-21-007132,positive
SHARPSPRING INC,8-K,0001654954-21-007139,positive
SHARPSPRING INC,8-K,0001654954-21-007185,positive
SHARPSPRING INC,8-K,0001654954-21-008854,negative
SHARPSPRING INC,8-K,0001654954-21-009427,positive
SHARPSPRING INC,8-K,0001654954-21-009642,negative
SHOTSPOTTER INC,10-K,0001564590-18-006972,positive
SHOTSPOTTER INC,10-K,0001564590-19-006063,positive
SHOTSPOTTER INC,10-K,0001564590-20-010636,negative
SHOTSPOTTER INC,10-K,0001564590-21-016134,negative
SHOTSPOTTER INC,10-Q,0000950170-21-000190,negative
SHOTSPOTTER INC,10-Q,0000950170-21-001292,positive
SHOTSPOTTER INC,10-Q,0000950170-21-004414,positive
SHOTSPOTTER INC,10-Q,0001564590-17-017616,negative
SHOTSPOTTER INC,10-Q,0001564590-17-023705,negative
SHOTSPOTTER INC,10-Q,0001564590-18-012943,negative
SHOTSPOTTER INC,10-Q,0001564590-18-020335,negative
SHOTSPOTTER INC,10-Q,0001564590-18-029370,positive
SHOTSPOTTER INC,10-Q,0001564590-19-018040,negative
SHOTSPOTTER INC,10-Q,0001564590-19-029461,positive
SHOTSPOTTER INC,10-Q,0001564590-19-043021,negative
SHOTSPOTTER INC,10-Q,0001564590-20-024103,positive
SHOTSPOTTER INC,10-Q,0001564590-20-038414,positive
SHOTSPOTTER INC,10-Q,0001564590-20-052562,negative
SHOTSPOTTER INC,8-K,0000950170-20-000101,negative
SHOTSPOTTER INC,8-K,0000950170-21-000023,negative
SHOTSPOTTER INC,8-K,0000950170-21-000176,positive
SHOTSPOTTER INC,8-K,0000950170-21-000379,negative
SHOTSPOTTER INC,8-K,0000950170-21-000485,positive
SHOTSPOTTER INC,8-K,0000950170-21-001176,positive
SHOTSPOTTER INC,8-K,0000950170-21-001533,positive
SHOTSPOTTER INC,8-K,0000950170-21-003756,negative
SHOTSPOTTER INC,8-K,0000950170-21-005171,negative
SHOTSPOTTER INC,8-K,0000950170-22-001613,positive
SHOTSPOTTER INC,8-K,0000950170-22-003383,positive
SHOTSPOTTER INC,8-K,0001104659-17-038940,negative
SHOTSPOTTER INC,8-K,0001193125-18-036213,positive
SHOTSPOTTER INC,8-K,0001193125-19-067413,positive
SHOTSPOTTER INC,8-K,0001193125-20-071541,positive
SHOTSPOTTER INC,8-K,0001193125-21-122633,negative
SHOTSPOTTER INC,8-K,0001564590-17-016517,positive
SHOTSPOTTER INC,8-K,0001564590-17-022244,negative
SHOTSPOTTER INC,8-K,0001564590-17-023887,negative
SHOTSPOTTER INC,8-K,0001564590-17-024586,negative
SHOTSPOTTER INC,8-K,0001564590-18-002473,negative
SHOTSPOTTER INC,8-K,0001564590-18-007841,positive
SHOTSPOTTER INC,8-K,0001564590-18-009268,positive
SHOTSPOTTER INC,8-K,0001564590-18-011821,positive
SHOTSPOTTER INC,8-K,0001564590-18-014782,positive
SHOTSPOTTER INC,8-K,0001564590-18-018903,positive
SHOTSPOTTER INC,8-K,0001564590-18-023769,negative
SHOTSPOTTER INC,8-K,0001564590-18-029311,negative
SHOTSPOTTER INC,8-K,0001564590-18-031341,positive
SHOTSPOTTER INC,8-K,0001564590-19-003274,negative
SHOTSPOTTER INC,8-K,0001564590-19-011724,positive
SHOTSPOTTER INC,8-K,0001564590-19-017996,negative
SHOTSPOTTER INC,8-K,0001564590-19-020358,positive
SHOTSPOTTER INC,8-K,0001564590-19-022650,negative
SHOTSPOTTER INC,8-K,0001564590-19-029371,positive
SHOTSPOTTER INC,8-K,0001564590-19-042922,negative
SHOTSPOTTER INC,8-K,0001564590-19-046150,negative
SHOTSPOTTER INC,8-K,0001564590-20-005033,negative
SHOTSPOTTER INC,8-K,0001564590-20-022899,positive
SHOTSPOTTER INC,8-K,0001564590-20-029461,negative
SHOTSPOTTER INC,8-K,0001564590-20-037794,negative
SHOTSPOTTER INC,8-K,0001564590-20-040627,negative
SHOTSPOTTER INC,8-K,0001564590-20-045196,negative
SHOTSPOTTER INC,8-K,0001564590-20-047523,negative
